the_geom,ParkNumber,ParkName,IniPlntSn,DatColMthd,Acres
"MULTIPOLYGON (((-73.92586593483499 40.60536559294805, -73.92595071679442 40.60546523003955, -73.92589977661616 40.60550920662428, -73.92578840209059 40.60556550564698, -73.92568044786822 40.60563673652913, -73.92558857009415 40.6057488064899, -73.92552987777255 40.60586547253529, -73.92552227819894 40.605967017683824, -73.92549311184247 40.60597634709975, -73.92554090405395 40.60581985742962, -73.92566664760453 40.60561641182613, -73.92586593483499 40.60536559294805)))",B057,Marine Park,2013 Fall,GPS,0.06872905
"MULTIPOLYGON (((-73.83409215508486 40.80737619348819, -73.83402703362415 40.80732766727543, -73.83349417805196 40.8069600479051, -73.8336368559871 40.80673098753846, -73.83380204866481 40.806776347150304, -73.83416237775847 40.807313286559754, -73.83416146353693 40.807314909746175, -73.83416553988039 40.80735648988119, -73.83416396465658 40.80735656595871, -73.83416386762501 40.80735698185002, -73.83416226892086 40.807356968744294, -73.83409215508486 40.80737619348819)))",X126,Ferry Point Park,2010 Fall,GPS,0.3981332
"MULTIPOLYGON (((-73.8335523646667 40.80708011632178, -73.83357995259074 40.8070680093086, -73.83359575307338 40.80708347928963, -73.83398716650812 40.80734550190165, -73.83405335003833 40.80747855597146, -73.83391064641035 40.80745045839049, -73.8338908051081 40.8074029194387, -73.83392654569464 40.807358000874835, -73.83375136458756 40.80729502137386, -73.83369988137385 40.80727468227371, -73.83367818521229 40.80716752212136, -73.8335523646667 40.80708011632178)))",X126,Ferry Point Park,2010 Fall,GPS,0.09014158
"MULTIPOLYGON (((-73.83411398922523 40.8076394148555, -73.83430323621978 40.80758597130501, -73.83439303631461 40.80767682117771, -73.83464861888899 40.80786559958022, -73.83453430528351 40.80794858410028, -73.83425365402664 40.80796997394067, -73.83415956773293 40.807930710124204, -73.83415205409548 40.807861214962074, -73.83414477301096 40.80775499775707, -73.83411398922523 40.8076394148555)))",X126,Ferry Point Park,2010 Fall,GPS,0.29325011
"MULTIPOLYGON (((-73.83549486729082 40.808713138436175, -73.83535530019805 40.80867484987283, -73.83531040646865 40.80860117621842, -73.83523239991851 40.808476228508496, -73.83524325849423 40.8083990424003, -73.83558204696497 40.808652716817114, -73.83569545893329 40.80870689226627, -73.83575711356129 40.80853371771022, -73.83596048787594 40.808608049939274, -73.83590917012543 40.80864297482186, -73.83594656487114 40.80871618191809, -73.83594214796061 40.80874641260447, -73.83575667682523 40.80883653165569, -73.83579566782844 40.80891313685622, -73.83575783041394 40.8089506608005, -73.83552541232706 40.80886032273291, -73.83551075932611 40.80882617559856, -73.83558198956463 40.80875079553849, -73.83549486729082 40.808713138436175)))",X126,Ferry Point Park,2010 Fall,GPS,0.32749364
"MULTIPOLYGON (((-73.83546858286351 40.80891934862752, -73.83546841710796 40.80891736369013, -73.83576100062602 40.80904530870963, -73.8359986068986 40.80940508400165, -73.83601492920297 40.80943144772703, -73.83574095353805 40.80919712056219, -73.83564457448777 40.80917482461421, -73.83569207272397 40.80912897765346, -73.83550268235577 40.8089513929338, -73.83546858286351 40.80891934862752)))",X126,Ferry Point Park,2010 Fall,GPS,0.10959594
"MULTIPOLYGON (((-74.15564200923089 40.604842334435425, -74.1556905941103 40.60482117207248, -74.1557458125793 40.6048301078942, -74.15580153242158 40.60484174187797, -74.155868770216 40.604855552088495, -74.15599983814982 40.60488308786512, -74.15604815877442 40.60490662048044, -74.15604571839813 40.60497313013825, -74.15597847388419 40.604960050364674, -74.15591892326167 40.604949884113395, -74.15587220871969 40.60494168967942, -74.15579116880907 40.60492663834853, -74.15573065006046 40.60491574749029, -74.15568166172984 40.60490629712832, -74.15563284296371 40.60488392220603, -74.15564200923089 40.604842334435425)))",R030,Willowbrook Park,2010 Fall,GPS,0.07755156
"MULTIPOLYGON (((-74.15842449736328 40.60682844586466, -74.15849094426338 40.60680019129576, -74.15853539414842 40.60684519127, -74.1585023305718 40.60692690891623, -74.15845424535935 40.607003543998, -74.15836959682386 40.60705101467435, -74.15829208968076 40.607090549948985, -74.15824392459648 40.60703992312537, -74.15825484314894 40.60696949438863, -74.15835825749546 40.606944005826996, -74.15839504941488 40.60687636366422, -74.15842449736328 40.60682844586466)))",R030,Willowbrook Park,2010 Fall,GPS,0.08775961
"MULTIPOLYGON (((-74.15797937485013 40.6077331972375, -74.15798474088557 40.60766648631854, -74.15796568850827 40.60760982728042, -74.15793775934533 40.60759878562641, -74.15785288922216 40.607547017681, -74.15777772225624 40.607509705057424, -74.1576891717176 40.60748893714655, -74.15765804338889 40.60746307720398, -74.15767325618914 40.607443054817836, -74.15767785799014 40.60735831828915, -74.15768298547762 40.60731205858851, -74.15770932514387 40.60727503436462, -74.15778820258802 40.607278619151174, -74.15786332556917 40.60721948580633, -74.15791610934761 40.60719271818973, -74.15793230551763 40.607248302336245, -74.15796536683095 40.607296600583744, -74.1579725589247 40.60729653396598, -74.1580098387782 40.60733845159942, -74.15802949276721 40.60739321060135, -74.15805054245035 40.607424104719456, -74.15813557646497 40.607479717527596, -74.1581704074925 40.60755221934053, -74.15816758040951 40.60767259885002, -74.15812525313596 40.60769278648175, -74.15812108020775 40.60771192203377, -74.15804910436306 40.60770755173404, -74.15801485125294 40.607698481034355, -74.1579870750612 40.607736621248314, -74.15797937485013 40.6077331972375)))",R030,Willowbrook Park,2010 Fall,GPS,0.32190629
"MULTIPOLYGON (((-73.8763047238938 40.64161045794812, -73.87621786199801 40.64169704486409, -73.87571340245559 40.64219987389897, -73.8756151242999 40.642237335500056, -73.8755514008644 40.642225737209266, -73.87552218726475 40.642200611722366, -73.87549092126497 40.64214831624151, -73.87553077224068 40.642060610987684, -73.87561353543829 40.64192595134292, -73.87577275450491 40.64168169731361, -73.87591725189087 40.64149593841485, -73.87603048364736 40.64125788489321, -73.8761174595826 40.64110651217685, -73.87618129143335 40.64104705659746, -73.87634346495618 40.640914618823984, -73.87646590626183 40.64079883287261, -73.8766167116346 40.640588003995205, -73.87681674413996 40.640305156392, -73.87693184832021 40.64020085270635, -73.87699875507961 40.64018215386561, -73.8770729303262 40.640187501220886, -73.87710317428086 40.64022620815383, -73.87711670319904 40.64026070890224, -73.87710828850341 40.6402941361946, -73.87698158344831 40.64046216190427, -73.8767823489064 40.640900699630784, -73.8765988527447 40.641294326976315, -73.87653706674924 40.64138095815161, -73.87640729026293 40.641508226014366, -73.8763047238938 40.64161045794812)))",BNPS2,Belt Parkway/Shore Parkway,2010 Fall,From DEP,1.90513123
"MULTIPOLYGON (((-73.77152728138228 40.73868972063613, -73.77154351253013 40.73866768942851, -73.7715791305967 40.738672808341775, -73.7715744676928 40.73870512111551, -73.77156083385607 40.73870890503269, -73.77154385918402 40.738715060569135, -73.77153440103987 40.738691207995586, -73.77152728138228 40.73868972063613)))",Q021,Cunningham Park,2012 Spring,GPS,0.00374241
"MULTIPOLYGON (((-73.77145155396728 40.73875182626797, -73.77144110969735 40.73872865161523, -73.77141913415507 40.738732053352905, -73.77145141297238 40.73871320219356, -73.77147051183057 40.738721126765135, -73.77148088266033 40.738731197941654, -73.77150094503122 40.738745048878386, -73.77150423402618 40.738764353343335, -73.77148874222794 40.738773429467685, -73.77147058941691 40.73878479931271, -73.77144591263452 40.73877840354446, -73.77145155396728 40.73875182626797)))",Q021,Cunningham Park,2012 Spring,GPS,0.00686696
"MULTIPOLYGON (((-73.77170277571636 40.73906388855871, -73.77171596967524 40.7390309407228, -73.77167224998333 40.73899815471714, -73.77164973404997 40.73896714332174, -73.77168962705342 40.738956468519476, -73.77169915321205 40.73898226631653, -73.77177812334841 40.73903077754676, -73.77178312509933 40.739050562667494, -73.77175928229063 40.73906402937683, -73.77175965143483 40.73905753202523, -73.77173881087953 40.739059637537245, -73.77172039998365 40.73906892132763, -73.77170277571636 40.73906388855871)))",Q021,Cunningham Park,2012 Spring,GPS,0.01306116
"MULTIPOLYGON (((-73.77207007679054 40.73937089678549, -73.77203431230961 40.7393454739281, -73.77201085144978 40.739346602651935, -73.77200947391705 40.73931945493998, -73.77201520578562 40.739300966201775, -73.7720253586023 40.739286225133895, -73.77205472904026 40.739316047839765, -73.77206907079487 40.73932996119481, -73.7720894066053 40.73936329601093, -73.77211119290834 40.73938065863953, -73.77211481617827 40.739406134943955, -73.77209637296549 40.739420354427445, -73.77208178334875 40.73941832462082, -73.77206406040754 40.73938396028861, -73.77207007679054 40.73937089678549)))",Q021,Cunningham Park,2012 Spring,GPS,0.01193987
"MULTIPOLYGON (((-73.77218270773453 40.739428749605686, -73.77216995323734 40.739413203177804, -73.77221942500884 40.73942415038504, -73.77225553906983 40.739448472551565, -73.77224867798458 40.7394755643451, -73.77225859654561 40.73949021004875, -73.77221951886031 40.73947877282755, -73.7721902804036 40.73945566733255, -73.77217286461733 40.739443637182475, -73.77218270773453 40.739428749605686)))",Q021,Cunningham Park,2012 Spring,GPS,0.00790646
"MULTIPOLYGON (((-73.77280943714564 40.73976880378606, -73.77278445344953 40.73971582430271, -73.77286956105591 40.73971828578279, -73.77288032003388 40.73972087615701, -73.77283246745948 40.73977072137694, -73.77280943714564 40.73976880378606)))",Q021,Cunningham Park,2012 Spring,GPS,0.00740114
"MULTIPOLYGON (((-73.77297448742871 40.739686744278934, -73.7730528784911 40.73964752667165, -73.77305363704343 40.73970914918637, -73.773115783744 40.73973485963596, -73.77306967129059 40.73976188584922, -73.77298837657541 40.739735935017755, -73.77297448742871 40.739686744278934)))",Q021,Cunningham Park,2012 Spring,GPS,0.01759061
"MULTIPOLYGON (((-73.79871526914836 40.86157790812359, -73.79852004591926 40.86160464878618, -73.79834786354462 40.86163337175174, -73.79832460838897 40.86156354655992, -73.79844632163814 40.86155030498751, -73.79847563711775 40.86153896136552, -73.79862344186135 40.861534768296714, -73.79869537206224 40.86153374478893, -73.79871526914836 40.86157790812359)))",X039,Pelham Bay Park,2015 Spring,GPS,0.05399908
"MULTIPOLYGON (((-74.09052844314158 40.637979203902916, -74.0904613537765 40.63798047690471, -74.09041280667043 40.63799713146645, -74.09036431919168 40.63803601257568, -74.09024556376791 40.63806677031776, -74.09026160725091 40.638100676681375, -74.09022681100957 40.63809765213003, -74.09021155259823 40.63809881586562, -74.09019003770821 40.63810121101359, -74.09016327523685 40.63814636512233, -74.09012149500042 40.6381468364274, -74.09009943765815 40.638080184674834, -74.09006373718434 40.63806932986775, -74.09003694174218 40.638128650940835, -74.08996580907262 40.63812444535893, -74.08988480632583 40.638156679753266, -74.08980673348552 40.63812266961121, -74.08972566470365 40.63808299028399, -74.08978030607646 40.638033102996985, -74.08981008840647 40.63799975062408, -74.08981944855148 40.637969990158886, -74.08977482439899 40.63792927561227, -74.0897310639816 40.6378952620381, -74.08974501642702 40.63781170638039, -74.08978218020593 40.6377637220195, -74.08988063436117 40.63772731996102, -74.08982623391672 40.63768722632816, -74.08987728885946 40.63759908953813, -74.08986891835566 40.637569263679055, -74.08991621239824 40.6375044685671, -74.08995930569864 40.63748218032971, -74.08992939979453 40.637434135805606, -74.08997030001944 40.63738889144107, -74.09008000670795 40.637401183188246, -74.09013170579942 40.63734751585389, -74.09015384540591 40.63730021763442, -74.090293200261 40.63724602490559, -74.09041301663831 40.637270029555005, -74.09047527723011 40.63729989133154, -74.09056514164547 40.63729521173146, -74.09059157571566 40.637275926100045, -74.09055041046408 40.63715773114865, -74.09064542886875 40.63714015739374, -74.09081822834038 40.63716510861237, -74.09093225904066 40.637166187367754, -74.09105992551085 40.63717261330237, -74.09113942627641 40.63722077582711, -74.09114518845597 40.637274010860516, -74.0912473100786 40.63725379966058, -74.09126161703179 40.637220908546404, -74.09131791616522 40.63723490114484, -74.09139159014637 40.63724130654046, -74.09142535331486 40.63717393076356, -74.09147106729922 40.63715299965866, -74.09150437589447 40.63719558843206, -74.09153250615888 40.63723417941003, -74.09159058950976 40.6373164685389, -74.09152054421553 40.63726590432011, -74.09146720440954 40.63727390104842, -74.09138007599721 40.637282413590384, -74.09127262267506 40.63729369058596, -74.09121857501373 40.637313132460235, -74.09120564999432 40.63734176661853, -74.09114511143856 40.63733099938363, -74.09113006831264 40.63736502031744, -74.09115779998457 40.63743124593692, -74.09124242795413 40.63751486857422, -74.09128780759696 40.63749213947156, -74.091266816941 40.637418713384626, -74.09129668643727 40.63741784678716, -74.09135028279522 40.637414094081706, -74.09137257898783 40.637438602009084, -74.09126874623279 40.63754496735551, -74.09130110424532 40.63758393054945, -74.0912947988083 40.637602896889184, -74.09124760535254 40.63762621187057, -74.09121319707403 40.63762147812434, -74.0911802209166 40.637605921692355, -74.0911271891942 40.63766142941353, -74.0911566854556 40.637678883311786, -74.0912157894497 40.63769326005904, -74.09124059007354 40.6376819478718, -74.09124526889484 40.63770444003035, -74.09120139810173 40.637724171891335, -74.091150152693 40.63774781693452, -74.09112236277451 40.63777493918566, -74.09107985914622 40.63775362875266, -74.0910561296156 40.63772780084266, -74.09092762783351 40.63776932551154, -74.09080822683347 40.63782984380549, -74.09071696620366 40.6378984174353, -74.09058744982687 40.637921803364776, -74.0905425417991 40.63795011413677, -74.09052844314158 40.637979203902916)))",R048,Jones Woods Park,2014 Spring,GPS,2.29948144
"MULTIPOLYGON (((-73.904642345837 40.595652128561284, -73.90469564592334 40.59566434334834, -73.90470823792366 40.59569263472126, -73.90468639253726 40.59572539474761, -73.90470383497691 40.59576546718587, -73.9046842137027 40.595825806677574, -73.90467677654843 40.595874925848605, -73.90467101522214 40.595912831293624, -73.90463663750333 40.59592093719619, -73.90458203765695 40.59592033535027, -73.90455038325621 40.59591255195595, -73.9045248256936 40.59592063093087, -73.90449134908975 40.59590826414447, -73.90446113745895 40.59588623654865, -73.9044030845933 40.59589216414192, -73.90434495795704 40.59585144544482, -73.90426887650608 40.595773105013706, -73.90429005794584 40.59574627986202, -73.90427567397172 40.595733647949274, -73.9042050566802 40.59572275130739, -73.90413780494686 40.59564862269128, -73.90407632972781 40.59561844078706, -73.90402044001065 40.59557104010835, -73.90395462231241 40.59551532828091, -73.90387850134803 40.59545517272085, -73.90378019316901 40.595377909305405, -73.90366236280943 40.59527144348272, -73.90362807708824 40.59521676918386, -73.90357659241332 40.595204353706734, -73.90358673340671 40.595178037219604, -73.90364590247748 40.595175129528606, -73.9037000292133 40.59512490949381, -73.90367646379731 40.59510174629596, -73.90364973423958 40.59506417927253, -73.90372503339083 40.595085906270015, -73.90377058298833 40.59507691667654, -73.90378336244375 40.59504609436186, -73.90376579592561 40.595005740713304, -73.90372424834062 40.5949806461511, -73.90367912129513 40.5949670050305, -73.90365047903097 40.59498766693887, -73.90362026015725 40.59501206108722, -73.9035744908549 40.59502023006008, -73.90352222725164 40.59502620078847, -73.90349246737337 40.59497818601462, -73.90346812685823 40.59493068277999, -73.90343866232557 40.59489742421408, -73.90342271871465 40.594877033775305, -73.90341207974672 40.59484496620518, -73.90339404029474 40.59480997471737, -73.90337737541337 40.594784339018176, -73.90343778226611 40.594771584352706, -73.9034911765208 40.59479483929416, -73.90353845084924 40.59479148941727, -73.90358618008321 40.59478971401733, -73.90362620245786 40.59478855529649, -73.90365060528457 40.59477244828819, -73.90369225944575 40.59477514245053, -73.90374447446393 40.59478224089843, -73.90373392038563 40.59480919192325, -73.90373366220656 40.59482930489417, -73.90375734742246 40.594881586601055, -73.90381288299116 40.59489711399483, -73.903791720055 40.594957886101476, -73.90378288625091 40.59499861657633, -73.90382405907425 40.59501243985456, -73.90392489050613 40.59503198000411, -73.90397671481134 40.59499876159363, -73.90397151702699 40.59495673793473, -73.90400620806815 40.594935012078274, -73.90405446090644 40.5948870742979, -73.90408533426708 40.59489952819231, -73.90405512458078 40.594948909281456, -73.90401024712278 40.594997468540825, -73.90398502909318 40.59505223890968, -73.90397542618712 40.59509964073299, -73.90403692102151 40.59512567399894, -73.90410793259828 40.59509764955947, -73.90415866934488 40.595050905201035, -73.90418915194171 40.59500149099336, -73.90423811986405 40.59495406522965, -73.90428502701688 40.59491352312931, -73.90433763395508 40.594894555988276, -73.9043775866464 40.594906619330665, -73.904404005948 40.59489791073862, -73.90437346919174 40.59487227445003, -73.90434499600242 40.59481549797563, -73.90441060210499 40.59479265136038, -73.90448521889259 40.59479089164608, -73.90452996568784 40.59477554339009, -73.9045740405557 40.594715358405786, -73.90452708372132 40.59468180462828, -73.90455550459082 40.59466119814968, -73.9046101426683 40.594634316971046, -73.90462615813787 40.59460461029463, -73.90464273625099 40.59457384146532, -73.90464947952498 40.59456133969293, -73.90469248197522 40.5945380527139, -73.90472162962105 40.594546171688485, -73.90470215629507 40.59459085031238, -73.90470288063605 40.59458990086102, -73.90467668579804 40.59465250692667, -73.90480281892579 40.594666377786176, -73.9048052604245 40.594691485496945, -73.90473344008191 40.59471389943744, -73.9046914442139 40.59475941488204, -73.9046775419135 40.59479096128804, -73.90476968405225 40.59485879215297, -73.90477189177216 40.59490368596715, -73.90470974030245 40.59498672932844, -73.90470953524284 40.595130422049266, -73.90473947642016 40.5952325364899, -73.90473867318973 40.59539808440971, -73.9047363784323 40.595393500645336, -73.9046631195193 40.59539445207934, -73.90461291315374 40.59540573719682, -73.90457932189614 40.59541094314995, -73.90455226655865 40.59545125421516, -73.90453412988097 40.595458119146876, -73.90454602743742 40.59548784899737, -73.90452268352077 40.59552099047088, -73.90449295533385 40.59553771189691, -73.90442488805598 40.59553310135995, -73.90442165823185 40.595553712550206, -73.9044529585323 40.59558261565646, -73.90450254051267 40.59561152764435, -73.90453717024057 40.595601404819185, -73.90457594481617 40.59560159371443, -73.90458466434141 40.59563559390401, -73.90461552850773 40.59564487150175, -73.904642345837 40.595652128561284)))",BNPS1,Belt Parkway/Shore Parkway,2012 Fall,GPS,1.94103582
"MULTIPOLYGON (((-73.87389110534487 40.89908398351109, -73.87393082229903 40.89908294810919, -73.87398611096182 40.899098078982526, -73.87402296386463 40.899111030351236, -73.87406119265204 40.899144433213905, -73.87411926595685 40.89918754331577, -73.8741660001734 40.8992241881567, -73.87419432746474 40.899244662730545, -73.8742226445834 40.899270522183976, -73.87427357731593 40.89933622658924, -73.8742962154881 40.89936853901486, -73.87433584494364 40.899409475862946, -73.87435282230598 40.899434244159025, -73.8743627150163 40.89945255187056, -73.87436126563732 40.899466541121285, -73.87436833724217 40.89948053964501, -73.87436830265806 40.89949883655229, -73.8743484287274 40.89950526779532, -73.87430442677923 40.89952351684014, -73.87427887786487 40.8995342534121, -73.87425192434225 40.89953529743407, -73.87422783704645 40.89952558558348, -73.87419522587861 40.899518018398375, -73.87416829781837 40.899509376817136, -73.87411582508615 40.899506093176115, -73.87405910306572 40.89950065181724, -73.87402649193956 40.89949307918154, -73.87399813807303 40.89948659446613, -73.87396837571261 40.899476877267574, -73.87392870344263 40.899454230888786, -73.87390178873228 40.89943483117104, -73.87388053894244 40.89942081713038, -73.87386077131963 40.899375596612416, -73.87384810452419 40.89932392467451, -73.87383397923786 40.899291621464144, -73.87382411851854 40.89925717615767, -73.87382132796564 40.89923241698596, -73.8738171595546 40.89918829318821, -73.87381720450294 40.89916461679629, -73.87382999876236 40.899148486892166, -73.87384421494464 40.89912913210413, -73.87385416974503 40.89911837858926, -73.87385844437264 40.89910654548957, -73.8738783274528 40.89909150210588, -73.87389110534487 40.89908398351109)))",X092,Van Cortlandt Park,2011 Spring,Drawing,0.35177169
"MULTIPOLYGON (((-73.87515318130986 40.900798259446105, -73.87519750605018 40.90074684559408, -73.87523001833937 40.90070884337891, -73.87527140932104 40.900652946417665, -73.8753009651502 40.900619414593834, -73.87529238579329 40.900473965401915, -73.875292542561 40.90039041323086, -73.87526899070076 40.90037086528685, -73.87524862176241 40.90034502008829, -73.87526234877161 40.90028649083021, -73.87526235101758 40.900285294088924, -73.87525737256269 40.90027701956178, -73.87523390299269 40.90020986759228, -73.87524280383938 40.90018079336658, -73.87527529483698 40.900153976028555, -73.87535198281978 40.90014734754342, -73.8753991613816 40.900149635275454, -73.87545518200157 40.90015417023107, -73.87546089438958 40.90015775131648, -73.87548944517742 40.90016197566792, -73.8755197820942 40.900177595767126, -73.87554847032702 40.90018004359646, -73.87558249459356 40.90018869160149, -73.87563468558679 40.90018874783578, -73.87569589900424 40.90022152925933, -73.87574803955883 40.9002523891574, -73.8757741554917 40.90025514843114, -73.87582438782462 40.900268823198545, -73.8759238480047 40.90027102646268, -73.87597399683742 40.90028558805225, -73.87597668570517 40.90028579354988, -73.87602097442269 40.90030024796912, -73.87605261569004 40.90030829175262, -73.876077921935 40.900316323324645, -73.87610111689972 40.900324353525754, -73.87612586796729 40.90034436273419, -73.87615856839822 40.90035977178596, -73.87619709546206 40.9003856417001, -73.8762197405481 40.90041493532461, -73.87622649983864 40.90044077116366, -73.87622801567949 40.90044633778197, -73.87625374285254 40.900479473468444, -73.87623644153398 40.90048857862937, -73.87623318978086 40.90050448850225, -73.87619161793377 40.90053436522031, -73.87618722641727 40.90054541125419, -73.87617452999402 40.900564610370395, -73.87612380868457 40.900606186247444, -73.87608577187457 40.90063176600696, -73.87605829748453 40.900654154071205, -73.87599498110104 40.90066048852272, -73.87592952535655 40.90067803437132, -73.8758661820209 40.900698780974345, -73.87583025934725 40.90072276186151, -73.8757943377929 40.900749940358274, -73.87571835948343 40.900753062514866, -73.87565504783055 40.900752994341815, -73.87563676629797 40.90074802288697, -73.87558968259658 40.90076964141182, -73.87548046371947 40.90082770215142, -73.8753801120642 40.90087010573395, -73.87532400389311 40.900912557917664, -73.87524135904064 40.90095051229693, -73.87518527474451 40.90097953551687, -73.87512919578019 40.90100632641476, -73.87508199861338 40.90101298756578, -73.8750525320173 40.90099953215989, -73.87510567982847 40.90096378911569, -73.87514109824373 40.90094816080131, -73.87514421555048 40.90085866504142, -73.87515318130986 40.900798259446105)))",X092,Van Cortlandt Park,2011 Spring,Drawing,1.17265391
"MULTIPOLYGON (((-73.89868245784837 40.62072516605007, -73.89869143754535 40.62067981562211, -73.89873246510814 40.620683066630455, -73.89872419607407 40.62073129125013, -73.89868245784837 40.62072516605007)))",B166D,McGuire Fields,2012 Fall,GPS,0.0045895
"MULTIPOLYGON (((-73.89887811528821 40.6207648567857, -73.89881226728272 40.62073038993813, -73.89883468535265 40.6207021405136, -73.89889823874988 40.62073706549667, -73.89898109478239 40.62065719188282, -73.89900697706102 40.62065053635993, -73.89900525743997 40.62068495996555, -73.89894905034939 40.62070456264201, -73.89897039176763 40.620729377244736, -73.89893617847737 40.620747992458995, -73.89887811528821 40.6207648567857)))",B166D,McGuire Fields,2012 Fall,GPS,0.01589344
"MULTIPOLYGON (((-73.8985675456036 40.620713439891276, -73.89860751883748 40.62070590897664, -73.898627316923 40.62074145919374, -73.89856511737658 40.62077694789191, -73.89852003356943 40.62073885658898, -73.8985675456036 40.620713439891276)))",B166D,McGuire Fields,2012 Fall,GPS,0.00974006
"MULTIPOLYGON (((-73.89890609105673 40.62093503302746, -73.8989295876783 40.620910219120404, -73.89895714043762 40.6208915413215, -73.89899637867539 40.62090273415818, -73.89901206783787 40.62084065431919, -73.89904053801456 40.62083500694405, -73.89905917275257 40.6208788417578, -73.89903761197154 40.620930241670905, -73.89900186210266 40.62092082774047, -73.89898956102682 40.62094708602971, -73.89890609105673 40.62093503302746)))",B166D,McGuire Fields,2012 Fall,GPS,0.01724897
"MULTIPOLYGON (((-73.89847037312809 40.62086283699308, -73.89852147592262 40.62085821021164, -73.89862403129223 40.62087931345114, -73.89854124225782 40.62094807983989, -73.89849523366068 40.620911877004815, -73.89847037312809 40.62086283699308)))",B166D,McGuire Fields,2012 Fall,GPS,0.01722799
"MULTIPOLYGON (((-73.79876601552613 40.86127944113887, -73.79870047362617 40.86113869602753, -73.79871185311933 40.8610030477099, -73.79868194899747 40.860858652018415, -73.7985770263246 40.86076215133403, -73.7985633695897 40.86068037809348, -73.79859612277666 40.86055634742216, -73.79868052018699 40.86048158545497, -73.79879716221609 40.86042478865314, -73.79891778163842 40.860459557130845, -73.79902078795234 40.860439383677, -73.79909587559689 40.86043125333244, -73.79920593708177 40.86044076952602, -73.79931512711191 40.860437222456646, -73.7993606785286 40.86050751757238, -73.79931346418414 40.86056537493847, -73.7993588354281 40.86066711313189, -73.79939664030341 40.860732841869535, -73.79941890515161 40.8607926957819, -73.79945393482024 40.86090165951451, -73.79958291895981 40.86082489874824, -73.79974199309683 40.860770378198396, -73.79976397196052 40.860818567469785, -73.79983768437828 40.86082176875259, -73.79985357647917 40.86083247616055, -73.79999166398899 40.8608777078157, -73.79965447459479 40.860973544820006, -73.79946799046995 40.86106471267281, -73.79937188595493 40.861097596368325, -73.79899662267512 40.861187428292645, -73.79876601552613 40.86127944113887)))",X039,Pelham Bay Park,2015 Spring,GPS,1.43263536
"MULTIPOLYGON (((-74.18686014058481 40.52029609360719, -74.18690317413231 40.52036442964112, -74.18691623754292 40.52040254403421, -74.18689415138552 40.52044920946504, -74.18690660821588 40.52047844291461, -74.1869532017095 40.52049220188637, -74.1869797404282 40.520489095054714, -74.186992154937 40.520505713933076, -74.18695313642223 40.520516537027646, -74.18692154136602 40.520539534899356, -74.18692568077182 40.520560569052925, -74.18691194685668 40.520583155108746, -74.18688292713982 40.52057637273626, -74.1868825471923 40.520559075965686, -74.18684274620901 40.52056354795463, -74.18674807738861 40.52059613191547, -74.18669400156747 40.520616726759485, -74.18665965756188 40.520637013930404, -74.18665462234843 40.520672527332565, -74.18657364806587 40.52071834378702, -74.18652777200971 40.52067880491083, -74.18650242740706 40.52065611310232, -74.18647072028232 40.52064705214741, -74.1864691571849 40.5206256427741, -74.18648364059196 40.52061024989174, -74.18646875712881 40.52059813762179, -74.18645436928104 40.52061098364688, -74.18643579288752 40.52057962403012, -74.18647135551079 40.52054988477989, -74.18648950919899 40.52052235578891, -74.18648898189063 40.52048350145781, -74.18651202876615 40.52048289037408, -74.18651673641563 40.52046190937019, -74.18653872185186 40.52049280866621, -74.18657813493364 40.52049945626282, -74.18661331339435 40.520477554008785, -74.18667022374642 40.52047434203511, -74.18669819149568 40.52046869795133, -74.18674639749852 40.52045860203366, -74.1867616036789 40.52044641202744, -74.18676234482623 40.52040842734675, -74.18674949681674 40.52037093125028, -74.18672645928262 40.52034867969883, -74.1867393490781 40.52034031081221, -74.18678350022064 40.52030271116964, -74.18680837301537 40.52029128708718, -74.18683425679791 40.52029368989985, -74.18686014058481 40.52029609360719)), ((-74.18658008151559 40.52019910187133, -74.18658837254499 40.520219426875215, -74.1865692133267 40.52023502368705, -74.18658991581302 40.52027599839295, -74.18659808440954 40.52028627727706, -74.18658381822425 40.52032407682058, -74.18658509266893 40.52034521650291, -74.18657129600483 40.5203770555708, -74.18655433590251 40.5203941896131, -74.1865313654908 40.520380325454326, -74.18654327686305 40.52036427305278, -74.18652788327327 40.52034144710777, -74.18645768760248 40.520361388134326, -74.1864219096083 40.520390030884556, -74.18642576858244 40.52041889112133, -74.18644485635035 40.52045380250206, -74.18644121228417 40.5204495363045, -74.18644287017703 40.52045205149481, -74.18638070482346 40.52041706958522, -74.18638655587937 40.520386322278156, -74.1863820841051 40.520333201843684, -74.18635927327918 40.52028640138993, -74.18628499353456 40.52026273805186, -74.18626784159342 40.52024068487918, -74.18625549973852 40.52018907209087, -74.1862272756152 40.52011621363898, -74.18630871956792 40.5201755840273, -74.18631341372657 40.52018150189866, -74.18630136407384 40.520200448805944, -74.18631098179456 40.52019975239455, -74.18635868009906 40.520203149210985, -74.18640529240845 40.520255504210134, -74.18640823141044 40.52024517845755, -74.18641953166708 40.52020547913068, -74.18644878323556 40.52020069212845, -74.18646930886348 40.52023075091294, -74.18650043066174 40.52022295398809, -74.18653899912611 40.520185784057496, -74.18655953973759 40.520192446119054, -74.18658008151559 40.52019910187133)))",R031,Wolfes Pond Park,2014 Spring,GPS,0.32762055
