the_geom,ParkNumber,ParkName,IniPlntSn,DatColMthd,Acres
"MULTIPOLYGON (((-73.93393161303794 40.86306467519107, -73.93441351008363 40.86226157623295, -73.93498767264025 40.86245767490132, -73.93439746494077 40.863231433467654, -73.93393161303794 40.86306467519107)))",M028,Fort Washington Park,2007 Fall,GPS,1.17352621
"MULTIPOLYGON (((-73.73869854892409 40.747497709382294, -73.73864149284033 40.74747011976735, -73.73856940473992 40.74744020870963, -73.73845821944 40.74740563784354, -73.73836500311212 40.74739169335434, -73.73827478460606 40.7473823373982, -73.73817549820565 40.747382111744585, -73.73807622009426 40.74738188602425, -73.73798297686344 40.74737481025723, -73.73788372648313 40.747365432547454, -73.73777254096683 40.74733314381132, -73.73768844881496 40.7472940538841, -73.73760745364305 40.74723437897989, -73.7375564504435 40.74719765162759, -73.7375114634536 40.74716093796321, -73.73749364822072 40.74710140694435, -73.73748191347335 40.747025869701275, -73.73746724221964 40.74693202288877, -73.73746465734823 40.746824477142795, -73.73745306767162 40.74671004627813, -73.73746213289385 40.746508707402434, -73.73746256997491 40.746397795225874, -73.73836286416086 40.746504231016374, -73.73835407846158 40.746556403742595, -73.73834501800452 40.74668033841925, -73.73834476177254 40.74674557801518, -73.73834435178901 40.746849964249044, -73.73838683268787 40.74695444250714, -73.73848951277249 40.747019915860484, -73.73862650439584 40.74708546698886, -73.73884920864495 40.747170785817595, -73.7390031836498 40.74728204258063, -73.73869854892409 40.747497709382294)))",Q001,Alley Pond Park,2007 Fall,Drawing,2.2637015
"MULTIPOLYGON (((-73.91459477901226 40.90016697713802, -73.914540378233 40.900099550968314, -73.91447519799905 40.89998052085854, -73.9144099586162 40.899901153381585, -73.91435771267349 40.899881283277566, -73.91429892553303 40.899871323523094, -73.91424997443099 40.89982914632582, -73.9141944646066 40.899806794690875, -73.91420758655264 40.89976466899686, -73.91423379001344 40.89971263148759, -73.91423061240047 40.899643218920254, -73.91428294881077 40.89959368524619, -73.91428626074129 40.8995589830515, -73.91425367972951 40.89948954954888, -73.91427008153417 40.89943751015115, -73.9142962688344 40.89939786777545, -73.9142865068841 40.89936811303772, -73.91428657081173 40.899318540537834, -73.91429980447144 40.89918965327262, -73.91432272450334 40.899150007563144, -73.91437179577251 40.89909302892026, -73.91441103113458 40.899068269489106, -73.91493333549218 40.89932223454788, -73.91493618017178 40.899328723731024, -73.91496651841551 40.8993734335021, -73.91496643818907 40.89943614225041, -73.91496166292409 40.89945632398291, -73.91496165831337 40.89945992771659, -73.91494358374246 40.89948225811134, -73.91493406139847 40.89949594385522, -73.91493397929152 40.89956009787758, -73.91492921073478 40.89957595098664, -73.91492368812584 40.899601427912714, -73.91490393884224 40.89962385792079, -73.91488447462574 40.8996553560093, -73.91485575146568 40.8996857162582, -73.9148488306066 40.899721535107965, -73.91484972255031 40.89972471177281, -73.91485171215542 40.89973908586503, -73.91485740975473 40.89977344082926, -73.91486311021318 40.89979908271229, -73.9148643476256 40.89982811162583, -73.91486367315422 40.899857132825915, -73.91483422539244 40.899949994224166, -73.91482656778682 40.89995966247384, -73.91481378452255 40.899979489802675, -73.9148067660689 40.89998770784298, -73.91479718757766 40.899998825352704, -73.91478450221005 40.90001263301533, -73.91477040894546 40.900026731393986, -73.91476135060816 40.900036645337686, -73.91474976540565 40.900052275487646, -73.91473516697003 40.90006790251053, -73.91471351876521 40.90009115772594, -73.91470647578905 40.90009534607632, -73.91467326478056 40.9001185927408, -73.91465514143269 40.90013802799601, -73.91459477901226 40.90016697713802)))",X142,Riverdale Park,2007 Fall,Drawing,1.22497368
"MULTIPOLYGON (((-73.91460380296154 40.89826904525244, -73.9145928293809 40.89828269117689, -73.91458341747465 40.898302864064895, -73.9145778934213 40.89834144842779, -73.91455124856512 40.898374671884795, -73.91455037288905 40.898444716300965, -73.91453546433492 40.89848210237368, -73.91453228204202 40.8985194971261, -73.91452673809096 40.89857351757005, -73.91452824608557 40.89861625566542, -73.9145299459534 40.89865467698138, -73.9145312986786 40.89868526833027, -73.91452569855278 40.89871374649798, -73.91452288509362 40.89874116956022, -73.91451729988756 40.89875804049762, -73.91446158319519 40.89884449613251, -73.91444901692088 40.898886679004775, -73.91444478420141 40.89893519755435, -73.91442806986214 40.898964718343855, -73.91441125449246 40.899068077851574, -73.91436540272005 40.899046948208095, -73.91433484677343 40.89902793703021, -73.91431540414482 40.899013156463056, -73.91451415180995 40.89825116552197, -73.91460380296154 40.89826904525244)))",X142,Riverdale Park,2007 Fall,Drawing,0.18424058
"MULTIPOLYGON (((-73.91621210218713 40.897713745176866, -73.91596459314162 40.89767310471008, -73.91613281369278 40.89716747900741, -73.91639554881365 40.897216798209314, -73.91621210218713 40.897713745176866)))",X142,Riverdale Park,2007 Fall,Drawing,0.31401183
"MULTIPOLYGON (((-73.87561586156185 40.87082715279709, -73.87435287931224 40.87249760656735, -73.87423158710723 40.872483308847094, -73.87408237676117 40.87242647385583, -73.87397993294967 40.872313017473324, -73.87397080424665 40.87220674619344, -73.87439145265533 40.87183883995407, -73.87488687407419 40.871407253218244, -73.87542002135007 40.87075610364754, -73.87561586156185 40.87082715279709)))",X002,Bronx Park,2007 Fall,Drawing,1.49116427
"MULTIPOLYGON (((-73.79221611073237 40.87160192708063, -73.79221818073795 40.871600801592436, -73.79222119570181 40.87160021629917, -73.79223430963495 40.871600319153934, -73.79223916207262 40.87159975427773, -73.79224658513513 40.871596541183564, -73.79226131493633 40.871586719033665, -73.79226732670212 40.87158452635504, -73.79227202958909 40.87158436642908, -73.79227695787826 40.87158534242753, -73.7922821506998 40.87158745982376, -73.79228765665718 40.871590729511084, -73.79229855924713 40.8715996081631, -73.79231872794018 40.871619464264285, -73.79233047946583 40.87163380321604, -73.79233352911415 40.87163654619607, -73.79233669297724 40.87163842310945, -73.79234060627577 40.871639633207195, -73.79234549220511 40.87164012015999, -73.79236568159858 40.87163891921425, -73.79237374431622 40.87163942358822, -73.79238792953669 40.871642922302655, -73.79240091665017 40.87164793168445, -73.79240711176692 40.87165122601856, -73.79241311982773 40.87165516026474, -73.7924242421013 40.8716647362798, -73.79243352982012 40.87167601722485, -73.79244013560007 40.87168798582266, -73.7924416077409 40.871692934866196, -73.79244332204622 40.871706192272846, -73.79244496211248 40.87171207002433, -73.7924470530674 40.87171601433259, -73.79245011271537 40.87172011706848, -73.7924674245245 40.871737444829705, -73.79247093545762 40.87174176809639, -73.79247339607582 40.871745858948444, -73.79247523904786 40.87175096084128, -73.79247802792453 40.87176352319991, -73.79248066190368 40.871769082163446, -73.79248501145317 40.87177305214436, -73.79249207252916 40.87177635883692, -73.79250025506302 40.87177876885585, -73.7925203977141 40.87178343629698, -73.79252862303765 40.87178620028369, -73.79253424846884 40.87178958813811, -73.79253710879284 40.87179370312013, -73.79253794719466 40.87179760015031, -73.79253810353174 40.87180224336153, -73.79253637550191 40.8718127687924, -73.7925348755782 40.871816341044, -73.79253247344728 40.871819736978324, -73.7925291381395 40.87182299706171, -73.79252481135616 40.871826176119264, -73.79251508612872 40.87183153816528, -73.79248663859674 40.87184465218742, -73.79247936842158 40.87184904611518, -73.79247388220661 40.87185350448409, -73.79246643241532 40.871860714822986, -73.79246281171201 40.871865334132195, -73.7924608913772 40.871870575136484, -73.79246091694458 40.871876826389, -73.79246236391305 40.871883000954654, -73.79246732338578 40.871897939109445, -73.79246854414062 40.871905137126134, -73.79247097566933 40.87192805268404, -73.79247107137914 40.87193767640033, -73.79246911146545 40.871946476072736, -73.79246722732307 40.871950002607875, -73.79246472915452 40.871952999450606, -73.79246139769026 40.871955404973235, -73.7924566294266 40.87195749904339, -73.79243257844763 40.87196444809538, -73.7924281943073 40.871966615795024, -73.79242495038072 40.87196909981676, -73.79241991929042 40.87197482419112, -73.79241739506 40.87197932840739, -73.79241740949176 40.8719819254485, -73.79241909723586 40.871984312083356, -73.79242247488612 40.87198649284416, -73.79242754121431 40.871988481235896, -73.79244200821834 40.87199180125257, -73.79246741200372 40.87199535435299, -73.79247441537207 40.871995873023494, -73.79249093547692 40.87199588562189, -73.79249846448333 40.87199674742256, -73.79250502775987 40.87199840081861, -73.79251186294462 40.87200073457366, -73.7925263336151 40.872007444033265, -73.79253093726636 40.87201058331619, -73.79254141674764 40.87201974844027, -73.7925446906409 40.872021727301025, -73.79254793733293 40.872022919083925, -73.79255523013892 40.872023443672745, -73.79257438630556 40.872021510535035, -73.79258512180365 40.87202200168852, -73.79259606291699 40.872023128957, -73.7926070175059 40.8720248802887, -73.79261779941548 40.87202722653333, -73.7926281869839 40.87203011236278, -73.79263803322291 40.87203350239381, -73.79264718885013 40.872037336025436, -73.79265552114886 40.87204156619395, -73.7926777002033 40.87205553573297, -73.79268737860781 40.87206253462491, -73.79269464728584 40.87206851703556, -73.79269900947193 40.87207301021592, -73.79270081319184 40.87207625162058, -73.79270075033803 40.87207738702644, -73.79270003011754 40.872078195273744, -73.79269667333455 40.872078829492466, -73.79268912201717 40.872078271130015, -73.79268487013789 40.87207872994569, -73.79268085993037 40.872080055467386, -73.79267707592521 40.8720822629757, -73.7926734373628 40.87208538204179, -73.79266772121015 40.872092437021706, -73.79265426078898 40.87211325649455, -73.792649136741 40.87212026210997, -73.79264437249967 40.872128292229526, -73.79262617076574 40.87216842230607, -73.79262090650067 40.87217778335176, -73.79261525383676 40.87218577765485, -73.79260364275473 40.87219976482039, -73.79259417194295 40.87220911830464, -73.79258844869477 40.87221349791005, -73.79256871033617 40.87222673386278, -73.79256036850192 40.872235061013235, -73.79254368452622 40.87225637445039, -73.79253867862998 40.872261244309314, -73.79253346818543 40.87226513586744, -73.79252002501599 40.872273178293376, -73.79251481834534 40.87227547959094, -73.79251006755295 40.87227691003302, -73.79250409801482 40.87227733783838, -73.79249733289767 40.87227611091208, -73.7924902539412 40.8722735750081, -73.79246955554055 40.872264481551845, -73.79246306758691 40.87226263198241, -73.79245724157488 40.87226192452477, -73.79245005735858 40.87226232763046, -73.79243403970908 40.87226474365288, -73.79242744081978 40.872264990224146, -73.79242137929785 40.87226410314342, -73.79240695029223 40.872260372569066, -73.79240347096221 40.872259978198514, -73.7924005971992 40.87226016393269, -73.79239712756674 40.87226160297838, -73.7923942593684 40.87226456583561, -73.79239192786748 40.872268889399194, -73.7923856969093 40.87228427477834, -73.79238278181707 40.87228819837444, -73.79237930059757 40.87229068827127, -73.79237218367054 40.872293475091965, -73.79236449877726 40.87229541713052, -73.79235743069937 40.87229623646613, -73.79235142682474 40.87229588257594, -73.79234554606116 40.87229371351781, -73.79233552575704 40.87228717503348, -73.79233139950156 40.87228500913195, -73.7923190695394 40.87228073752714, -73.7923052164283 40.872277592394916, -73.79229023371146 40.87227567079562, -73.79227478186422 40.872275063966725, -73.79225772779417 40.87227507288857, -73.79225306704569 40.87227577858715, -73.79224984225819 40.87227706588625, -73.79224811866014 40.87227894030629, -73.79224727185701 40.87228191220193, -73.79224834941024 40.87229734945212, -73.79224797797677 40.87230004755388, -73.79224693584827 40.87230174850555, -73.79224383010936 40.8723029009452, -73.79223913702957 40.87230218380984, -73.79223342002632 40.87229999883199, -73.79221074830663 40.87228956364736, -73.7922035195298 40.872287521825385, -73.79219747080616 40.87228709490667, -73.79218620713225 40.87228971666274, -73.79218434791751 40.87228981416953, -73.79218326855116 40.87228938539317, -73.79218299857897 40.87228808639948, -73.79218457652537 40.87228309241847, -73.79218452392361 40.87228094465352, -73.79218319585098 40.87227924483699, -73.79217765677645 40.87227478823888, -73.79217662101145 40.872271795844064, -73.79217736544585 40.872268177212305, -73.79217954027757 40.87226426309415, -73.79218709002431 40.872253562652354, -73.79218841034623 40.87225053037647, -73.792188685288 40.87224796177175, -73.79218797509942 40.87224517797671, -73.79218640698672 40.87224247097931, -73.79218060965536 40.87223714314177, -73.79217278281398 40.872232503225725, -73.7921490123132 40.87222065047856, -73.79214303371624 40.87221676669966, -73.79213867660411 40.872212936268575, -73.79213003533272 40.87220319000098, -73.7921237303694 40.87219479777684, -73.79211929621991 40.87218715092682, -73.79211672594315 40.87218019270765, -73.7921164875454 40.87217372765566, -73.79211889420826 40.87216661631379, -73.792124095609 40.872158413208645, -73.7921387690736 40.87214047395066, -73.79214433405996 40.872132462403535, -73.79214803339146 40.87212395312636, -73.79214868983736 40.87212002006495, -73.79214855337784 40.872116236857785, -73.79214557989836 40.872108097369676, -73.79214551786087 40.87210669159197, -73.79214616429157 40.87210596245837, -73.79214793432226 40.87210593142788, -73.79215520172956 40.87210737269574, -73.79215780224783 40.87210693343762, -73.79216015242827 40.87210574542086, -73.79216225462085 40.872103815853514, -73.7921641147963 40.872101132139534, -73.79216707061978 40.872093666992335, -73.79216935600037 40.87208246810365, -73.79216897474235 40.8720765430888, -73.79216464801584 40.87206299371732, -73.79216473213972 40.87205733338435, -73.79216839418048 40.87204898702806, -73.79217445396309 40.87204131405448, -73.79217907056311 40.872038028373666, -73.79219338180094 40.87203159492624, -73.79219853165013 40.872028113897954, -73.79220066562344 40.87202550361619, -73.79220217799569 40.87202251040697, -73.79220340851268 40.872015188031455, -73.79220272878312 40.872007592969375, -73.79219918740395 40.871989098617775, -73.79219890994547 40.87198070554481, -73.79220076863393 40.87196900611462, -73.7922069155116 40.87194256977118, -73.79220845633958 40.87193046995056, -73.79221208806415 40.87190107186621, -73.79221220079994 40.87188853183549, -73.79221110808719 40.8718828855921, -73.79220911501868 40.87187836874379, -73.79220620879605 40.87187490112386, -73.79220235029199 40.8718724763583, -73.79219441212659 40.87187006765888, -73.79218412437275 40.87186866057573, -73.79217326808696 40.87186848974205, -73.79216369019238 40.87186959090172, -73.7921574110472 40.8718719235699, -73.79214380466505 40.871879818878504, -73.79214049835717 40.87188100517281, -73.79213749100983 40.871881426588395, -73.79213376056067 40.87188092009644, -73.79212975961843 40.87187928210077, -73.79211474407587 40.871868918318704, -73.79210779423686 40.871865701852585, -73.79209350607924 40.871862106565935, -73.79208871587146 40.87186173233631, -73.79208489332518 40.871862226122055, -73.79208126481839 40.87186440057293, -73.79207422453837 40.87187341530732, -73.79207022401589 40.87187619601831, -73.79206615597315 40.871877048656884, -73.7920610166746 40.87187715736059, -73.79204586494478 40.87187506703293, -73.79204223909356 40.87187411588411, -73.79203860100952 40.87187252446419, -73.7920311673974 40.87186733954936, -73.7920244275278 40.87186071149728, -73.79201030422442 40.8718446149846, -73.79200378351885 40.87183884189198, -73.79200036136677 40.87183686274853, -73.79199707742912 40.87183582756839, -73.79199387128763 40.87183571012849, -73.79199069905852 40.871836507648204, -73.79198701160553 40.87183856402561, -73.79197580513005 40.871846813030906, -73.79196634840321 40.87185165232961, -73.79195914080546 40.871854612756245, -73.79195286390566 40.871856225925264, -73.79194753087718 40.87185645223894, -73.79194459338709 40.871855778778716, -73.79194151733707 40.8718542721147, -73.7919291297359 40.871844570404676, -73.79192313390705 40.87184165911291, -73.79191908469294 40.871841043980346, -73.79191437480739 40.87184115975524, -73.79189203441587 40.87184545893362, -73.79188685744879 40.87184585391772, -73.79188241593667 40.8718455028206, -73.79187549668532 40.87184388836866, -73.79186837371488 40.87184141358018, -73.79186137049145 40.87183820240586, -73.79185493241904 40.87183445825945, -73.79184959798252 40.87183058733319, -73.79184483520001 40.87182637975383, -73.79184092327313 40.871822078257104, -73.79183801231402 40.87181785690849, -73.79183526530181 40.87181052736157, -73.79183459623526 40.87180181390671, -73.79183603422908 40.871791889490744, -73.7918395038842 40.871781344699514, -73.79184458963623 40.87177219138003, -73.79185314734991 40.871761228933536, -73.79185853185635 40.87175630305587, -73.79187440671583 40.87174489815709, -73.7918776904534 40.871741447095445, -73.79187949334037 40.87173811673028, -73.79188019219657 40.87173466100666, -73.7918801378678 40.871730794201355, -73.7918778103779 40.871722082258124, -73.79187267102608 40.871712736700914, -73.79186558793252 40.87170434846134, -73.79186189373372 40.87170173937999, -73.79185084850533 40.871695996838845, -73.79184875904606 40.87169423891393, -73.79184782377271 40.87169250018024, -73.79184826330187 40.87168927451464, -73.79185067502738 40.87168509698575, -73.79185486649946 40.87168043370053, -73.79185923893036 40.871677080055115, -73.79186096566423 40.87167647623881, -73.79186281026064 40.87167649577466, -73.79186697270224 40.87167845374521, -73.79187141126387 40.871682396895245, -73.79188245745348 40.87169465448683, -73.79188793581878 40.87169991422797, -73.79189378822377 40.87170392116023, -73.79189929166178 40.87170571855909, -73.7919052156401 40.87170580848509, -73.7919198106012 40.87170384471851, -73.79192611965463 40.87170370391168, -73.7919339277771 40.87170520199907, -73.7919420553249 40.8717084944394, -73.79194943972557 40.87171271754729, -73.7919670803536 40.87172424501529, -73.79197671310455 40.87172911332402, -73.79199214239786 40.871734992525774, -73.79200674438115 40.8717398868984, -73.79202072762861 40.87174386345449, -73.7920341656488 40.87174693493358, -73.79205746267237 40.871751568518704, -73.79207214829145 40.87175361928398, -73.79208537140362 40.87175409785703, -73.79209689879688 40.8717528489337, -73.79210616187677 40.87175036946161, -73.79212085635474 40.87174503351104, -73.79216058948269 40.87173137259642, -73.79217145974813 40.871727063515024, -73.79218028426789 40.87172294795597, -73.79218808153801 40.87171843162893, -73.79219384910091 40.871713911646246, -73.79219767017312 40.87170933142726, -73.7921995578912 40.87170466308058, -73.79219915091358 40.871699755573616, -73.79219612544554 40.8716938311998, -73.79219164187958 40.87168796003058, -73.792179252943 40.87167374958751, -73.79217448383827 40.87166700712879, -73.79217210095261 40.87166158458441, -73.79217168635306 40.871656839151946, -73.79217344978218 40.871651705028036, -73.79217750233205 40.8716463156854, -73.79218343658314 40.87164083968222, -73.79220387379682 40.87162449115552, -73.79220896364947 40.87161894069076, -73.79221214163135 40.871613640721606, -73.7922142496247 40.87160491425935, -73.79221611073237 40.87160192708063)))",X039,Pelham Bay Park,2008 Spring,GPS,0.63249339
"MULTIPOLYGON (((-74.07903887955591 40.589158927408775, -74.07898193137808 40.589158966567275, -74.07898192567353 40.58915414336694, -74.07892494585919 40.58912041468573, -74.07874767886453 40.589031303427056, -74.07873183917934 40.58901202146404, -74.0787222819715 40.58895415046051, -74.07871902761339 40.58887697691732, -74.07868412812887 40.58879017953946, -74.07851339748106 40.58887229440268, -74.0784659522042 40.5888819732207, -74.07819056083572 40.58873986831552, -74.07808297037427 40.58871341385452, -74.07799436749606 40.5886941812126, -74.07791208161139 40.58866047010324, -74.0777601437802 40.58858822585968, -74.07757652088746 40.58846534925805, -74.07779454496406 40.58824332723806, -74.07786092633874 40.58820227963307, -74.07796532274944 40.58820220884433, -74.07806975299768 40.588231082568896, -74.07813925665693 40.5881490363421, -74.0783227071718 40.58812479631799, -74.07836377004152 40.58807412016813, -74.07840806392443 40.588074089951164, -74.07866446036387 40.58820655553566, -74.07873732995259 40.58830297962438, -74.0788038727533 40.58839216149164, -74.07876608029495 40.588534480945185, -74.07875671819124 40.58864301306655, -74.07873464997901 40.588712969158045, -74.07873786453263 40.58875637489497, -74.07876951959778 40.58876841661331, -74.07879477253137 40.588722574354016, -74.07883897600458 40.58865260306551, -74.0788673694359 40.58858747121988, -74.07891164252351 40.588570554204246, -74.07895279480026 40.58859464736093, -74.07897184796997 40.58865733502584, -74.07895291740608 40.588698349775854, -74.07889616023981 40.588852734905515, -74.0788804515936 40.588944390176, -74.07889948770584 40.58899261365268, -74.07892165135864 40.589009479647046, -74.07904504647821 40.589023864440485, -74.07903887955591 40.589158927408775)))",R149,Ocean Breeze Park,2008 Spring,Drawing,1.64813642
"MULTIPOLYGON (((-73.87381227755573 40.87322390848851, -73.87228094977031 40.875286787931486, -73.8723711455128 40.87510709076019, -73.87237125262328 40.87505128939981, -73.87243679316798 40.874945965973865, -73.8725349419362 40.874877878616715, -73.87260871761241 40.87474155765951, -73.87269068811649 40.874586650601195, -73.87273179070323 40.87445029981336, -73.87275658007678 40.87430152949087, -73.87278956083784 40.87414036845869, -73.8728226161343 40.87393581293954, -73.87283926109556 40.873774633878895, -73.87279879606153 40.87358239074571, -73.87275831227774 40.87339634833719, -73.87271776819107 40.87324130697347, -73.87266903290396 40.87309865628578, -73.87257957373303 40.87290015911453, -73.87244937346199 40.87264582164266, -73.87233536405425 40.872472098395725, -73.87381227755573 40.87322390848851)))",X004,Bronx River Parkway,2007 Fall,Drawing,2.69056961
"MULTIPOLYGON (((-73.87259930242247 40.873483081785544, -73.87265919459875 40.873731281196434, -73.87266723508276 40.87398357821897, -73.87263291335262 40.87410645256038, -73.87258153173926 40.87423577716518, -73.87255566312984 40.87439099916267, -73.87252126538414 40.87455268624258, -73.87244432440579 40.87467551342897, -73.87234174568191 40.87483711966352, -73.87224782694555 40.874927583279714, -73.87223056276947 40.875044006352574, -73.8721792293987 40.87514745166921, -73.8720767601223 40.875250840289134, -73.87192305738623 40.87540592484781, -73.87168420575469 40.8755221016965, -73.87146234268602 40.87566417070967, -73.87129160943532 40.87581276633904, -73.87124017378756 40.87596796488704, -73.8711717527353 40.87609079439994, -73.87108634083529 40.87618773655959, -73.8709840702771 40.87618762227286, -73.87141372223405 40.8748007100572, -73.871768050737 40.87318750131779, -73.87259930242247 40.873483081785544)))",X004,Bronx River Parkway,2007 Fall,Drawing,5.14095958
"MULTIPOLYGON (((-73.91469114936044 40.85954081694141, -73.91469907603954 40.859560951468424, -73.91438345189474 40.85964325305246, -73.91409960538182 40.85975376189039, -73.91414725723945 40.85981016086388, -73.9142772664042 40.859741813945206, -73.91442054059682 40.85966945242693, -73.91459027649869 40.859631332566245, -73.9148183711491 40.85957915657523, -73.91495894784306 40.859536989447165, -73.91511014389107 40.85948677507302, -73.91526134917336 40.85942447952529, -73.91539136155887 40.859352107057674, -73.91552138900468 40.859267655272554, -73.91559304694161 40.859211344208596, -73.91567798518886 40.859138938431535, -73.91581069325022 40.85903032811225, -73.91584785858892 40.85899613387884, -73.9159301510862 40.858913658498125, -73.91602839936822 40.85880100301941, -73.9160841939043 40.85870642905514, -73.91612934313329 40.8586460677731, -73.91615858157832 40.85858570121516, -73.91620374705626 40.8585132661347, -73.91626484472577 40.858422720223395, -73.91631265197955 40.858356323905845, -73.91638173594292 40.85823760466476, -73.91641884994417 40.85824367475117, -73.91638164482335 40.85831007879844, -73.91630170544184 40.85843598508459, -73.9162128059937 40.85859141820081, -73.91617439586109 40.85866220579165, -73.91613720295102 40.85871854678066, -73.91606815869882 40.85880505714344, -73.91596725271113 40.8589297899022, -73.91587964131354 40.85902031632028, -73.9158398277187 40.85905249063252, -73.9157150766771 40.85916311939453, -73.915627495278 40.8592294863765, -73.91556113132297 40.85929184362837, -73.91542580223512 40.85937628706932, -73.9152904753602 40.85945872315857, -73.9151260014434 40.85952302068017, -73.91497747495201 40.85956317496019, -73.914828937203 40.85960734883058, -73.91460349266572 40.859665563692616, -73.91444966052775 40.85970369626665, -73.91431435511826 40.85976801425383, -73.91411532540351 40.859900721946005, -73.91401461969664 40.859866425595946, -73.91392724409488 40.85977175040466, -73.91439941206865 40.85960501835807, -73.91437027990676 40.85957480058938, -73.91437565607312 40.85952246626469, -73.91445259242279 40.859484276798426, -73.91452406522333 40.85957290202652, -73.91469114936044 40.85954081694141)))",X051,University Woods,2007 Fall,Drawing,0.39106991
"MULTIPOLYGON (((-73.91631675366966 40.85823253821432, -73.915902234809 40.85891111948065, -73.91577884133527 40.859013969964764, -73.91563899738452 40.85913240658725, -73.91542112920953 40.85921958836877, -73.91518274667936 40.85928804156305, -73.91498135756184 40.859340923231485, -73.91483752003718 40.85936889534843, -73.91481700203799 40.85934704150294, -73.91492385845717 40.85931904845163, -73.9151868961196 40.859256853418735, -73.91540064316965 40.859179022454384, -73.91564011550564 40.85909151882555, -73.91586669289151 40.85889121163449, -73.91595377032581 40.85874819973443, -73.91603514555489 40.85863567873422, -73.91609203043978 40.858515303795734, -73.91618634527667 40.85836852031638, -73.91627550050032 40.85822076048225, -73.91631675366966 40.85823253821432)))",X051,University Woods,2007 Fall,Drawing,0.16819556
"MULTIPOLYGON (((-73.893481066496 40.900654921893604, -73.89345514480131 40.9007429193896, -73.89341638701066 40.900796671327114, -73.89331332528593 40.900762349635365, -73.89335213880551 40.900669468149324, -73.89339739573431 40.90058148943103, -73.89347470726784 40.900601122008496, -73.893481066496 40.900654921893604)))",X092,Van Cortlandt Park,2007 Fall,Drawing,0.05199695
"MULTIPOLYGON (((-73.8936022342726 40.90145701367219, -73.89355051582174 40.90155476755512, -73.89344735094137 40.90158401465491, -73.8934023118049 40.9015350750009, -73.8934090396692 40.90135903390382, -73.89348638345875 40.901359105286964, -73.89353141422156 40.90140805030504, -73.8936022342726 40.90145701367219)))",X092,Van Cortlandt Park,2007 Fall,Drawing,0.07265451
"MULTIPOLYGON (((-73.8916454062249 40.89994902961739, -73.89179359821398 40.899973620357976, -73.89187727405118 40.900037267536334, -73.89193517678002 40.90010089683441, -73.89190290328841 40.900130208896975, -73.89180628877986 40.90009588558699, -73.89170320592596 40.900071337187526, -73.89162591181353 40.90004681290741, -73.8915293371376 40.899983153428145, -73.8916454062249 40.89994902961739)))",X092,Van Cortlandt Park,2007 Fall,Drawing,0.07976076
"MULTIPOLYGON (((-73.87615459914923 40.89932957551743, -73.8760363237785 40.89929577765894, -73.87613048796571 40.89903773502594, -73.87627828141535 40.89910523444617, -73.87615459914923 40.89932957551743)))",X092,Van Cortlandt Park,2007 Fall,Drawing,0.08695019
"MULTIPOLYGON (((-73.82245098875211 40.747389033260156, -73.822439395769 40.747379200750636, -73.82243199687278 40.747379088487406, -73.82240518220789 40.747384134115755, -73.82235104243513 40.747380942071175, -73.82232027138554 40.74738126561627, -73.82228522761625 40.74737117178593, -73.82225832751998 40.74736119226963, -73.82222091373865 40.74735270216937, -73.82218832675234 40.7473466652887, -73.82215101956945 40.747342160979365, -73.82211572679091 40.74733931310204, -73.82207302389317 40.74733789818225, -73.82204136572514 40.74731882153546, -73.82199516350482 40.74730782247459, -73.82192963689316 40.74730057655572, -73.82189073962705 40.7472880758926, -73.82185744646932 40.747275596491164, -73.82182308551302 40.74726392408454, -73.82181686103044 40.74726432418666, -73.82178710018187 40.747243788879956, -73.8217757986979 40.747216215842485, -73.82179979635127 40.74719483618672, -73.82183180384366 40.747174008320805, -73.82186199008973 40.747151907012196, -73.82191905415586 40.74712856583191, -73.82193573783806 40.74712489864151, -73.82196413193095 40.747109675318555, -73.82199566948944 40.747110032937044, -73.82201995687618 40.74709894108872, -73.8220448733767 40.74708504422372, -73.82206978345654 40.74707310414768, -73.82210953935719 40.74705445749827, -73.8221466691345 40.7470530587163, -73.82218326399276 40.747055549291886, -73.82221825832131 40.747062360725316, -73.82225674846082 40.747074764295675, -73.82228739307634 40.74709115760682, -73.82232606900857 40.747097839611534, -73.82235809450944 40.74710925522359, -73.82238471236897 40.74711936395503, -73.82239290717925 40.74713981002303, -73.82241902479227 40.747157248111684, -73.82243769635225 40.747176287525804, -73.8224608155451 40.74719032606659, -73.82247518452976 40.747207042735354, -73.82251258434634 40.747240311114666, -73.8225350691193 40.74725960943145, -73.8225508132941 40.74727881901498, -73.82255089371942 40.747301079700705, -73.82255561815748 40.74732284685846, -73.82256889592644 40.74733851094098, -73.82257426254839 40.74736012239864, -73.82257391174275 40.74738113971855, -73.82256694849536 40.74739795318575, -73.82254214236188 40.74740641936848, -73.8225229014396 40.74740416996972, -73.82250024036667 40.747401250722135, -73.82248229116078 40.74739681597292, -73.82246869538588 40.74739251760427, -73.82245524053228 40.747388213147694, -73.82245098875211 40.747389033260156)))",Q300,Kissena Corridor Park,2007 Fall,Drawing,0.39063033
