assemblydist,borough,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
85,X,203,15,17,Morning Glory Community Garden,DPR,"MULTIPOLYGON (((-73.89128749053042 40.82922988788914, -73.89098884158562 40.82922756004655, -73.89097542409002 40.8292274555121, -73.89097302773516 40.82950192248872, -73.89127778525445 40.829503080082894, -73.89128749053042 40.82922988788914)))",,,,,,,,X361-GT002,42,32,Active,"10,459"
85,X,203,15,17,Synergi Urban Garden,DPR,"MULTIPOLYGON (((-73.89097719890061 40.82902408746621, -73.89097664711463 40.829087353063564, -73.89097602258363 40.829158838315124, -73.8912782322628 40.829161314528, -73.8912787814781 40.82915748974055, -73.89128076125529 40.829143723930144, -73.89129840292459 40.829021066947, -73.89097719890061 40.82902408746621)))",,,,,,,,X361-GT001,42,32,Active,"10,459"
77,X,204,15,16,College Avenue Garden,DPR,"MULTIPOLYGON (((-73.90960099435898 40.838149366517015, -73.91001677083831 40.8382916815314, -73.91023803084336 40.83791582835768, -73.90982225386952 40.83777351322941, -73.9098041390176 40.83780428515529, -73.90974882462021 40.83789824806002, -73.90971194826727 40.837960890881455, -73.90967507066041 40.83802353278896, -73.90961975471274 40.838117495627394, -73.90960099435898 40.838149366517015)))",,9 am - 3 pm,,10 am - 5 pm,9 am - 2 pm,,,X358-GT001,44,33,Active,"10,456"
79,X,201,15,17,Rainbow Garden of Life and Health,DPR,"MULTIPOLYGON (((-73.91579423873893 40.82135884622241, -73.91552631269643 40.82128448536571, -73.9154669188582 40.82140073105331, -73.91539374131098 40.82154395627494, -73.91534232729195 40.82164692092368, -73.9154453478891 40.82167740717773, -73.91551523895026 40.82169808877944, -73.91560885514475 40.82172182868109, -73.9157315036763 40.82148168213905, -73.91579423873893 40.82135884622241)))",,,,,,,,X357-GT001,40,32,Active,"10,451"
79,X,203,15,17,Melrose New Generation Community Garden,DPR,"MULTIPOLYGON (((-73.9151008011141 40.82394012812243, -73.91501761945655 40.823914651248664, -73.91493351478147 40.82388889177856, -73.91479548042993 40.8241438427762, -73.91479367312611 40.82414717957967, -73.91487777807352 40.82417293915071, -73.91487862052743 40.824171385516365, -73.9149618000819 40.82419686248761, -73.9151008011141 40.82394012812243)))",,,,,,,,X356-GT001,42,32,Active,"10,451"
86,X,205,15,14,Leave It Better Kids Garden,DPR,"MULTIPOLYGON (((-73.91062212452577 40.8520812675458, -73.91062015253061 40.85208024035779, -73.91061401062747 40.85207759985951, -73.91060759422633 40.85207536887198, -73.91060094718203 40.85207356543896, -73.910594120472 40.85207220220683, -73.91058716626345 40.85207128912138, -73.91058013435521 40.852070833425124, -73.9105750313079 40.85207085018086, -73.91056805421911 40.852071077999646, -73.91056222621303 40.85207136253937, -73.91026006760242 40.852403449884605, -73.91029662076411 40.852422444470726, -73.91054059488864 40.85254934121452, -73.91054703236422 40.85255268883162, -73.91055564128742 40.85253222012531, -73.9105572181392 40.852528134916305, -73.91056434908681 40.8525096533491, -73.91057233840965 40.85248693563311, -73.91057960449595 40.852464079580656, -73.91058984553014 40.852436334362054, -73.91059927323116 40.85240842372216, -73.91060788402156 40.852380362966755, -73.91061567195696 40.852352163797754, -73.9106226346447 40.85232384242237, -73.910628767324 40.85229541234439, -73.91063406760583 40.85226688706952, -73.91063853309886 40.85223828190436, -73.91064134753535 40.85221603833503, -73.9106421614142 40.85220961035451, -73.91064495016163 40.852180886826105, -73.91064689813697 40.852152125726114, -73.91064800532206 40.8521233414624, -73.91064754681393 40.85211771393395, -73.91064635413058 40.85211215247324, -73.91064443906008 40.852106710218344, -73.91064182168947 40.852101442114886, -73.91063852685424 40.85209639951, -73.91063458769386 40.852091631956405, -73.9106300420961 40.85208718540846, -73.91062493506443 40.85208310582606, -73.91062288521945 40.85208176520661, -73.91062212452577 40.8520812675458)))",,,,,,,,X355-GT001,46,29,Active,"10,453"
79,X,201,15,17,Family Group Garden,DPR,"MULTIPOLYGON (((-73.91409176744692 40.821994164845286, -73.91417494106932 40.821836241891724, -73.91422173719566 40.82174739141259, -73.91413509510082 40.82172086313858, -73.91406732517932 40.82170011294265, -73.9140399147605 40.821752157414814, -73.91393735494913 40.821946887103756, -73.91393618210962 40.82194910144949, -73.91394118237581 40.82195069545808, -73.91408972475888 40.82199804446286, -73.91409176744692 40.821994164845286)))",,,,,,,,X352-GT001,40,32,Active,"10,451"
79,X,201,15,17,Family and Friends Community Garden,DPR,"MULTIPOLYGON (((-73.91691175459322 40.82308109789269, -73.91659605836061 40.82298473841324, -73.91655602852735 40.82305841056559, -73.91687802190236 40.823156693650034, -73.91691488559638 40.82308556751031, -73.91691645767706 40.82308253307038, -73.91691175459322 40.82308109789269)))",,,,,,,,X351-GT001,40,32,Active,"10,451"
79,X,203,15,17,El Coqui Community Garden,DPR,"MULTIPOLYGON (((-73.91250068499286 40.82515466456423, -73.91249971056362 40.82515646391622, -73.91261563877414 40.82519603226588, -73.91269432595367 40.82522418824006, -73.91289237660139 40.8252950557591, -73.91297145814899 40.82531915330634, -73.91307965576279 40.82535212282309, -73.91310917604166 40.82529470513831, -73.9131112689272 40.82529063377229, -73.9131084854938 40.82528973207961, -73.91286319165697 40.82521031775548, -73.91289180277887 40.82515746315128, -73.9129467765974 40.825055908011784, -73.91297537570156 40.82500307678942, -73.91289547142911 40.824977476594555, -73.91285052537745 40.824963076122955, -73.91281223753197 40.82495080944055, -73.91272567401684 40.82492307622063, -73.91264077660081 40.82489587549037, -73.91250068499286 40.82515466456423)))",,,,,,,,X350-GT001,42,32,Active,"10,451"
79,X,203,15,17,Jardin la Roca,DPR,"MULTIPOLYGON (((-73.91278501527366 40.822789064167395, -73.91265308352173 40.82303937791029, -73.91299186100002 40.823143220814124, -73.91312507377752 40.82289329846924, -73.91278501527366 40.822789064167395)))",,,,,,,,X349-GT001,42,32,Active,"10,451"
79,X,201,15,17,Vogue Community Garden,DPR,"MULTIPOLYGON (((-73.91416638506055 40.820514651536755, -73.91402089116934 40.82047735803405, -73.91395501708169 40.8206021159249, -73.9141092740645 40.82064165557261, -73.91416638506055 40.820514651536755)))",,,,,,,,X347-GT001,40,32,Active,"10,451"
87,X,206,15,15,Hornaday Community Garden,DPR,"MULTIPOLYGON (((-73.8827323461914 40.84696432462782, -73.88272668808811 40.846960571924484, -73.88259460349101 40.846872960077775, -73.88244574948223 40.84701134932335, -73.88235713250309 40.8470829202112, -73.88236383384249 40.84708750605197, -73.88239336925581 40.847107717115186, -73.88246452933802 40.847156412659324, -73.88247978327146 40.84716685050581, -73.88249003783964 40.847173867687935, -73.88249369462852 40.847170697175436, -73.8827323461914 40.84696432462782)))",2 pm - 6 pm,2 pm - 5 pm,1 pm - 6 pm,1 pm - 6 pm,1 pm - 5 pm,2 pm - 5 pm,1 pm - 5 pm,X346-GT001,48,33,Active,"10,460"
79,X,201,15,17,St. Ann's Block Garden Association,DPR,"MULTIPOLYGON (((-73.91110273250362 40.817232647705055, -73.91120176632774 40.81725079339239, -73.91128108007604 40.81727001882719, -73.91130609920307 40.81720971917617, -73.91111543101373 40.817188883428955, -73.91111085364398 40.81720466021198, -73.91110273250362 40.817232647705055)))",,,,,,,,X345-GT001,40,32,Active,"10,455"
78,X,207,13,14,New Beginnings Community Garden,DPR,"MULTIPOLYGON (((-73.90064951635848 40.864195093735596, -73.90095904120571 40.86433877277015, -73.90104824256181 40.86422161811249, -73.90073404137983 40.86408253949645, -73.90064951635848 40.864195093735596)))",,,,,,,,X343-GT001,52,33,Active,"10,468"
79,X,203,15,17,Model T Community Garden,DPR,"MULTIPOLYGON (((-73.8936722651936 40.83093351813294, -73.89440979671875 40.831135370902544, -73.8944698360952 40.83101080451953, -73.89371163928833 40.83080009652421, -73.8936722651936 40.83093351813294)))",10:00a - 7:30p,10:00a - 7:30p,10:00a - 7:30p,1:00p - 2:30p,10:00a - 7:30p,10:00a - 7:30p,10:00a - 7:30p,X342-GT001,42,32,Active,"10,459"
79,X,203,15,17,La Isla USA,DPR,"MULTIPOLYGON (((-73.91263184286325 40.8227373542802, -73.91229589110335 40.822630312995535, -73.91222472670827 40.8227625840773, -73.91256466856305 40.82286280553183, -73.91263026355271 40.822740335527314, -73.91263184286325 40.8227373542802)))",,,,,,,,X341-GT001,42,32,Active,"10,451"
79,X,203,15,16,C.S. 134X - Community Garden,DPR,"MULTIPOLYGON (((-73.89485338423627 40.83110393287573, -73.89523196198627 40.83107161015004, -73.89527460834117 40.831067968560184, -73.89527093016756 40.831047261933996, -73.89526045385568 40.830988279886796, -73.89524113589539 40.830879515831775, -73.89523969048119 40.83087966490149, -73.89519861892035 40.830883886927985, -73.89482257638844 40.83092254503965, -73.89482356535554 40.83092840456373, -73.89482815386204 40.830961874754216, -73.89484036995685 40.831050996202684, -73.89484769283324 40.83110441845645, -73.89485338423627 40.83110393287573)))",,,,,,,,X340-GT001,42,32,Closed (Construction),"10,459"
85,X,203,15,17,Bronx Sunshine Garden,DPR,"MULTIPOLYGON (((-73.88480167715467 40.83680163394409, -73.88483239636031 40.836747421535094, -73.88482391898623 40.836744669263, -73.88484331284874 40.83671716051114, -73.88486427559734 40.83668194869102, -73.8846835940108 40.83662004018263, -73.88453285031355 40.83656839008347, -73.88452852519592 40.836566953967065, -73.88450150540218 40.83661413173637, -73.88449462200761 40.83662615094752, -73.88445869774085 40.83668846610637, -73.88480167715467 40.83680163394409)))",,,,,,,,X339-GT001,42,32,Active,"10,460"
79,X,201,15,17,Courtland Avenue Association,DPR,"MULTIPOLYGON (((-73.91629253327285 40.82238257634664, -73.91629224296499 40.82238248608627, -73.91623768211188 40.82236519025518, -73.91615848325395 40.82234008539263, -73.91609067863355 40.82231859165327, -73.91606599085608 40.82231076638275, -73.9160653100641 40.82231200497013, -73.91601674634192 40.82240356899615, -73.91592928828673 40.82256846898327, -73.91592837941126 40.82257008921395, -73.91618174303618 40.82264687617566, -73.91621553195345 40.82258165257226, -73.91624685987125 40.82252117908975, -73.91628038129586 40.822456473057194, -73.91630681457536 40.8224054485132, -73.91631497804806 40.822389690349645, -73.9163116733022 40.82238864337551, -73.91631096590493 40.82238841863855, -73.91631101937445 40.82238831782176, -73.91629253327285 40.82238257634664)))",,,,,,,,X338-GT001,40,32,Active,"10,451"
79,X,201,15,17,Latinos Unidos,DPR,"MULTIPOLYGON (((-73.91397269643996 40.821663244496996, -73.91413867542799 40.82171406435505, -73.91426951665747 40.82146563369254, -73.91410353818908 40.82141481402072, -73.91397269643996 40.821663244496996)))",,,,,,,,X337-GT001,40,32,Active,"10,451"
80,X,207,13,11,Risse Street Community Garden,DPR,"MULTIPOLYGON (((-73.88545254009462 40.87851319222115, -73.88540634695156 40.8782225256017, -73.88538761044441 40.87812815567194, -73.88526970091831 40.8781160007931, -73.88521024994608 40.87824857094143, -73.8850683422128 40.87856501153534, -73.88503308540281 40.87864362953144, -73.88504370577375 40.87869180900677, -73.88507786198818 40.8787461361372, -73.8851109538697 40.87853967281158, -73.88545254009462 40.87851319222115)))",,,,,,,,X335-GT001,52,36,Active,"10,468"
84,X,204,15,8,Woodycrest Community Garden,DPR,"MULTIPOLYGON (((-73.92926159853675 40.831143400156314, -73.9291673011308 40.831262556092035, -73.92955003912296 40.83138525602969, -73.92961883833014 40.83126276680262, -73.92926159853675 40.831143400156314)))",,,,,,,,X333-GT001,44,29,Active,"10,452"
79,X,202,15,17,Schomburg Garden,DPR,"MULTIPOLYGON (((-73.89911007934434 40.8233282910844, -73.89898827337716 40.82329959368962, -73.89898043515377 40.82350436869697, -73.89902417135848 40.823515843307, -73.89911007934434 40.8233282910844)))",,,,,,,,X332-GT001,41,32,Active,"10,459"
77,X,205,15,14,Townsend Garden,DPR,"MULTIPOLYGON (((-73.91091976182237 40.846763586842584, -73.91080605747507 40.8469228105355, -73.9111269168026 40.847054464369165, -73.91123980560337 40.846896382461594, -73.91091976182237 40.846763586842584)))",,,,,,,,X331-GT001,46,33,Active,"10,453"
79,X,203,15,16,Jennings Street Garden,DPR,"MULTIPOLYGON (((-73.89835943539555 40.8318701440309, -73.89819714940292 40.83188657540325, -73.89821495003939 40.832014057992744, -73.89831099616275 40.832087798713, -73.89838974306757 40.83205571594455, -73.89835943539555 40.8318701440309)))",,,,,,,,X330-GT001,42,32,Active,"10,456"
79,X,206,15,17,Miracle Garden - Bronx,DPR,"MULTIPOLYGON (((-73.88789246924911 40.84221541424423, -73.88749247984799 40.84268662409222, -73.88757141239944 40.84272570323178, -73.88777355040945 40.84248757365051, -73.88797143355531 40.8422544553237, -73.88789246924911 40.84221541424423)))",,,,,,,,X329-GT001,48,33,Active,"10,460"
77,X,204,15,16,Las Casitas Community Garden,DPR,"MULTIPOLYGON (((-73.92516999369998 40.83559938353023, -73.92548793538232 40.83574237534124, -73.92563916794397 40.83554882526579, -73.92531982971487 40.83540520531787, -73.92516999369998 40.83559938353023)))",,,,,,,,X328-GT001,44,29,Active,"10,452"
84,X,204,15,8,La Isla Youth Community Garden,DPR,"MULTIPOLYGON (((-73.92911894909685 40.8320208879867, -73.92927609623338 40.83207172193854, -73.92941902465768 40.831807818656664, -73.9292618780362 40.83175698399687, -73.92911894909685 40.8320208879867)))",10 am - 5 pm,,10 am - 5 pm,,10 am - 5 pm,10 am - 5 pm,10 am - 5 pm,X327-GT001,44,29,Active,"10,452"
87,X,206,15,17,Hispanos Unidos,DPR,"MULTIPOLYGON (((-73.88369822188822 40.84411494804784, -73.88341274194359 40.84397465204295, -73.883266140072 40.84414724722438, -73.88342853769282 40.84422705559429, -73.88355159320037 40.84428752915252, -73.8835624752673 40.8442928773619, -73.88357461437298 40.84429884277652, -73.88372148234888 40.84412637894828, -73.8837091051245 40.84412029624476, -73.88369822188822 40.84411494804784)))",,,,,,,,X326-GT001,48,32,Active,"10,460"
85,X,209,15,18,Randall Community Garden,DPR,"MULTIPOLYGON (((-73.86147779966628 40.817122030240036, -73.86110285233302 40.81675799866879, -73.86102316816121 40.81677124532676, -73.86111734345363 40.81717275300854, -73.86147779966628 40.817122030240036)))",11 am - 3 pm,11 am - 3 pm,12 pm - 3 pm,12 pm - 3 pm,11 am - 3 pm,11 am - 3 pm,11 am - 3 pm,X325-GT001,43,34,Active,"10,473"
86,X,205,15,14,Green Patch on Walton,DPR,"MULTIPOLYGON (((-73.9098651537377 40.84791199154306, -73.90968438740414 40.84787643468813, -73.90958629302628 40.84785713953453, -73.90956487997622 40.84785292735484, -73.90956684519888 40.84784749262229, -73.90959010527996 40.847783159859766, -73.90951597534156 40.84776857859348, -73.9095118544445 40.84776776761922, -73.90949246571438 40.8478323717505, -73.90949067764862 40.84783833160789, -73.9094813966288 40.84786925804369, -73.90940911851203 40.848110095648636, -73.90941107820078 40.84811048079739, -73.90941621749508 40.84811148978271, -73.9094709823662 40.84812292400356, -73.90948710418988 40.84812629008837, -73.90954557145166 40.84813849709978, -73.90958479424943 40.848146686310514, -73.90962307575748 40.84815467846311, -73.90968219036083 40.84816702098617, -73.9098651537377 40.84791199154306)))",,,,,,,,X324-GT001,46,33,Active,"10,453"
86,X,206,15,15,El Batey de Dona Provi,DPR,"MULTIPOLYGON (((-73.89644582936705 40.84795488395822, -73.89654046258292 40.8477901589073, -73.89624757635572 40.847698126645895, -73.89624288558754 40.84770773158411, -73.8961689620879 40.847859100919585, -73.89616605577191 40.84786505236095, -73.8962129584132 40.847880259766036, -73.8963674139059 40.84792975553009, -73.89644582936705 40.84795488395822)))",,,,,,,,X323-GT001,48,33,Active,"10,457"
86,X,205,15,14,Jardin de las Rosas,DPR,"MULTIPOLYGON (((-73.90483271515288 40.85798355895136, -73.90482455111463 40.85798066794432, -73.9048210766271 40.85797943770891, -73.90467139796911 40.85822736246426, -73.90467345234767 40.85822807104706, -73.90474943474534 40.85825428135632, -73.90476017015709 40.858257984032484, -73.90490945110032 40.858010981838916, -73.90490007203427 40.858007630585455, -73.90489916400104 40.85800730566023, -73.90488065006987 40.85800068979935, -73.90483271515288 40.85798355895136)))",,,,,,,,X322-GT001,46,33,Active,"10,453"
77,X,204,15,16,Claremont Neighborhood Garden,DPR,"MULTIPOLYGON (((-73.91042820941857 40.834085447192, -73.91009881321018 40.8339725633339, -73.90997413021928 40.834184138140124, -73.91030454803365 40.8342952905926, -73.91042820941857 40.834085447192)))",3 pm - 7 pm,3 pm - 6 pm,11 am - 5 pm,11 am - 5 pm,,,12 pm - 6 pm,X321-GT001,44,32,Active,"10,456"
79,X,203,15,16,Jardin de la Familia,DPR,"MULTIPOLYGON (((-73.90370456192862 40.83787565728768, -73.90361568234975 40.83784660784943, -73.90349069738633 40.83780575867882, -73.90339987225134 40.83777756831815, -73.90339756689085 40.83777785904786, -73.90339615459152 40.83777960842554, -73.90339413651162 40.83778210830791, -73.90331796033067 40.83791385790557, -73.90327809745936 40.83798280053035, -73.90326013032566 40.83801749590688, -73.90373734596066 40.83816555189694, -73.90373766831922 40.83816565212084, -73.90387446917315 40.83793337480891, -73.90387590023052 40.83793094556801, -73.90386344101466 40.83792697391022, -73.9037979297111 40.8379060944603, -73.90378822473143 40.83790300127234, -73.90374144015632 40.83788771056802, -73.90370456192862 40.83787565728768)))",,,,,,,,X320-GT001,42,33,Active,"10,457"
79,X,203,15,16,Jackson Forest Garden,DPR,"MULTIPOLYGON (((-73.90282707437463 40.828179718331306, -73.90282759064183 40.82817851210223, -73.90251361895713 40.82810404267581, -73.90252343265652 40.82808046068818, -73.9024166139888 40.82805515106891, -73.90221697981593 40.828007849126884, -73.90221277277782 40.828006852312875, -73.90221257525688 40.82800734831847, -73.90215631295631 40.82814839835269, -73.90226335237591 40.82817518701349, -73.90239822662404 40.82820894105647, -73.90245857959799 40.82822397366523, -73.90255411956906 40.82824776988714, -73.90275221294485 40.82829710956601, -73.9027566481091 40.82829777517025, -73.90276116959004 40.82829778348531, -73.90276560904674 40.82829713436929, -73.90276980284621 40.82829585109708, -73.90277333580643 40.82829410981585, -73.90277359561856 40.828293981264025, -73.90277684737225 40.82829159499075, -73.9027794382445 40.82828877952434, -73.9027812696851 40.82828564013982, -73.90278561495914 40.828275614983745, -73.9027987233306 40.828245373884464, -73.90280352771236 40.82823431444521, -73.90281756029259 40.82820195525644, -73.90282653550537 40.828180977670534, -73.90282707437463 40.828179718331306)))",,,,,,,,X319-GT001,42,32,Active,"10,456"
79,X,203,15,16,Franklin Memorial Garden,DPR,"MULTIPOLYGON (((-73.90552548707822 40.82628341572956, -73.90551456539913 40.826280916910406, -73.90515313127631 40.826198228435494, -73.9050762625875 40.82618064243777, -73.90505501105855 40.826231988325695, -73.90505397494762 40.82623449265208, -73.90503442327203 40.826281731873316, -73.90503333957781 40.82628435052327, -73.90547075203959 40.8263867757115, -73.90548118066214 40.826389217399345, -73.90548141621278 40.82638863407114, -73.90549304856017 40.82635985745476, -73.90552347810949 40.82628814979129, -73.90552548707822 40.82628341572956)))",,,,,,,,X318-GT001,42,32,Active,"10,456"
79,X,203,15,17,Rainbow Block Association,DPR,"MULTIPOLYGON (((-73.91480894628248 40.82340076873289, -73.91505638387115 40.82347821834325, -73.9151926116871 40.8232213782382, -73.91494517371068 40.823143928015526, -73.91480894628248 40.82340076873289)))",,,,,,,,X317-GT001,42,32,Active,"10,451"
79,X,203,15,16,Genesis Community Garden,DPR,"MULTIPOLYGON (((-73.90468972946805 40.829642072746644, -73.90454014842824 40.82954295577219, -73.90452560459437 40.829555251703106, -73.90448595809623 40.829530680375065, -73.90448017021855 40.82953574987265, -73.90440919267616 40.82959791799231, -73.90463017336558 40.8297414472006, -73.90463991501349 40.829746276508246, -73.90470145978868 40.82967630846753, -73.90468972946805 40.829642072746644)))",,,,,,,,X316-GT001,42,32,Active,"10,456"
